Repository,Commit Hash,Severity_High,Severity_Medium,Severity_Low,Confidence_High,Confidence_Medium,Confidence_Low,CWE_Counts
activitywatch,01b3fb4468156f3f8ba95e5495eaad4ded1f706b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,038d48a656845f76327234ff05bbbb1f28941654,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,04fbfacbea41650c961f39550516a893602e658d,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,0520dd0727f261214742c98398f5e471bf7c6b70,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,05a8a40e83bd102ad07f0cb34a9b69ac0ba9e5bc,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,05b6646095b8ee8579e3f1a2e1d9ce61f056933b,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,065aaa26120a61c62bc56db17888df0502c5d728,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,08ad2bece85fb828eb434395747225ae7552cd84,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,0951338520215ee6fe9c4a337a628f1826224831,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,10dfeda91c5202a635290c1b3718f3a1537735bf,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,11773ad5a498f372efc4b25c895322e10803a023,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,127020953f960e101093dade56510e1480eec024,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,13d957f77904cbea6df8d8f0db95f23605522e27,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,18b01d95ff59fee7f0d11c33ba21245079cf5704,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,1b7546b6915bcbd4408c5491192e4de4cd1831bb,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,20649af0b74335635999de47272baf570b1a5bff,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,21579d70bfe9f15040b29d4095ef1a11189045a9,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,26fe7791da22fed016934526f51dd7121cd01dc6,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,2a94a5707cc39c4ddfa31ab5a4d501266b860378,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,2c0216d6ed8a0b54d9614bcba49fdb8dd22168b8,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,2c4a97632acf1e4c8eff57c6ba69d15a403a9aa5,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,2d448719222c4703e3ed4969d1d0b53ef8485f48,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,2f5fc91efacd4f493819d665d8228c20d4c9dec3,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,37b0801a47683cd9be94a63661716cc89cff0345,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,385c8b5e17048a6e589c2db53b2f6d6128146790,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,3986ee6f547307ef21e1a1eac2bd31cea46a6002,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,3ada5788c43c6114ab2ca942cc91943af7863192,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,3d13102f300ccf754db9e5cda2a6568741afbd7b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,3dc811fab9df53edaecaba81e2d9bb6222b15282,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,3ea3ca3e8c9f9d97e087aba8a6d4e0a248db354c,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,415180db13173cb89a9e653293d32b5c0a7411e1,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,41a72d7f6e4496098a4cc7171533a64821e7c6d5,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,42187d8d7c4f17b4935d240e7c2a1249060859ae,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,43cbad1a4fefdf9e432de66dd3951650bca534a9,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,4651b2b5a10dfe7e460114373f40d40976a28bff,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,468976e6b499b9e4220ec2de3fdfc7bf185f997a,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,469cbbafbaae4ac6b9252cfbbf3400ae470536e9,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,490accd35b99d65754209a98ba01940a177228dd,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,4a4377d1528ba7fa91389f8a34162f271a443f21,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,4e32cfec1b531a0e6ac139c0ddb0617f7e983d71,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,547aac5712060fd27e2606cfbaf766d3ace07d81,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,5544df6946612096f227306ca2366ff3160343c3,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,56422a3b9570a0ea4c20b5f8e7c88643f6e028c1,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,5a29312ae92f0f8ad78d807a31a5fd3324eab8f5,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,5b75e58c62f9269138f0746b549b7f8f94f5a2e1,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,5f833cfac5d3e0e43aeb05bf75687b3123c0106f,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6888f5f125259d3a7999bf2db8c87a4741f66ae0,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6b67ec60c2b74a486a1b6ce8ec6edb7205892582,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6c26ebd776512f29b32c5fc81eb796988103ac54,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6ccbb803244799198ac686d90bf9350f1c0824a8,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6de29d8c1450b9d34cf6e6571b4babbace9a6c4b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6f0518add7edf31c50ce0df74a6ae4676124f186,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,6f57659876b1e226130a4f582817cca479e88bd9,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,7542fc1f551e2e09d2dcb2725f174c2da0ca1115,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,78d2b9d2a229aa38dc99935a3a8c764dccdc7005,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,7aeb31c81c88b954751b677f3bed639de34afe4b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,7d695c6d99053797c9ef8951dafbb8bb747f1e35,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,801cc8ad002fd262801f136e1bc31835241f8c2f,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,839d99ffabe8a0281d332a2fddfb78514266698b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,885dbd7c2124dc0a6145f714e5340b78eaf14535,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,8dc38ba6f6131fe47424abd02d45bde9cdb5e747,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,915418dcef613d691e670811d55f09a1b228bd84,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,923623127145875666d11c06b9d4e8e995c51921,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,95e746f3154e0ad4a3ff015c50cb578bc454ce8b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,96626a43dd8a137f09a6c077bd30082f7b18fb79,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,98fcd711298fd43217d4824c1ae1e50c88053d82,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,9afdb51c34cd670b48ef307ab090165c89a45115,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,9e503a2413461a6c2c31c38c8e151a72c53fdf37,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,a116b27b2bd0876ea8b3f21e98b6138c46529abf,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,a1187567db284a8a6a9945d4dc74860082c675ae,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,a138629cbbf3773569050aad5d8bd6ce959c365d,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,a9955459c94410d1f7534d1c4fdbffda33954226,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,adc3d16f4f13f61b2f0633725311ac34d6697314,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,b1a4179b95196bb761e04971fe431ff67af281c2,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,b646802dacb7a1e255c8de05c18cf172d6eeac4c,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,bd5123aef8cac84104e89f0421086fd2b8d7e085,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,be605573fb608a2f348500cc4c36e166925bc5ee,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,bfa33f05592b1c7677360d8c2b98141bd395fc4e,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,c9e4d11cee5b6d82c0f4b7307f3d422881dd56b2,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,cb245cc8a560b05575797cac61f5d729f9527446,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,cdc8d5eea2b7d0768804e94d3d0ffb22ab7595dd,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,cde5beaeec644aa05833df9b5f47071d0fc60716,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,d1f6e5a3338c2f8c5e7f8869f2aa25946fd1286b,8,33,626,653,11,3,"{""78"": 80, ""400"": 2, ""703"": 517, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
activitywatch,d27def75dbee87e20075096f7d93b7cd9dc53955,8,33,623,650,11,3,"{""78"": 78, ""400"": 2, ""703"": 516, ""20"": 17, ""259"": 10, ""330"": 22, ""502"": 6, ""327"": 6, ""22"": 5, ""377"": 2}"
